,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
12,Does the company organize cruises?,3,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"ORGANIZATION Hyatt Hotels Corporation, a Delaware corporation, and its consolidated subsidiaries (collectively ""Hyatt Hotels Corporation"") provide hospitality services on a worldwide basis through the development, ownership, operation, management, franchising, and licensing of hospitality related businesses.",3,0.0004,1645,"Operating and Financial Review and Prospects,” together with the sections on products in development and key development projects of our businesses (see “Item 4. ORGANIZATION Hyatt Hotels Corporation, a Delaware corporation, and its consolidated subsidiaries (collectively ""Hyatt Hotels Corporation"") provide hospitality services on a worldwide basis through the development, ownership, operation, management, franchising, and licensing of hospitality related businesses. Unless the context requires otherwise, the words “we,” “our,” “us,” “Novartis,” “Group,” “Company,” and similar words or phrases in this Annual Report refer to Novartis AG and its consolidated affiliates."
13,Does the company organize cruises?,3,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"• Hyatt is a sponsor of the Chinese Mayors Urban Sustainability Training organized by the Paulson Institute, whose mission is “to advance global environmental protection and sustainable economic growth in the United States and China, while fostering broader understanding between the two countries.” Our support of this program aligns with our own climate change strategy because of its local focus, particularly in China where Hyatt hotels are expanding in presence.",4,0.0004,433,"Compact members want to make larger, more meaningful contributions to the challenges global climate change presents. • Hyatt is a sponsor of the Chinese Mayors Urban Sustainability Training organized by the Paulson Institute, whose mission is “to advance global environmental protection and sustainable economic growth in the United States and China, while fostering broader understanding between the two countries.” Our support of this program aligns with our own climate change strategy because of its local focus, particularly in China where Hyatt hotels are expanding in presence. By amplifying the voice of the business community through collaboration and consensus across a broad range of stakeholders, A Better City develops solutions and influences policy in three critical areas central to the Boston region’s economic competitiveness and growth — transportation and infrastructure, land use and development, and environment and energy."
14,Does the company organize cruises?,3,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In 2013, Hyatt made a two-year, $750,000 commitment to two noteworthy Rio de Janeiro community organizations, AlfaSol and Associação Projeto Roda Viva.",5,0.0003,246,"That potential advantage includes components like financial benefit of avoiding carbon pricing and taxes when competitors do not, creating shareholder value by positioning positively with impact investors like BlackRock and Vanguard who along with others are increasingly prioritizing sustainability performance, and by using brand value as a sustainable company to recruit and retain the best talent instead of losing them to a more sustainable company. In 2013, Hyatt made a two-year, $750,000 commitment to two noteworthy Rio de Janeiro community organizations, AlfaSol and Associação Projeto Roda Viva. We have a dual strategy for GHG reduction, primarily from energy and fuel usage, i.e., to improve energy efficiency and to adopt renewable energy sources."
15,Has the company formalized a strategy to reduce its greenhouse gasemissions?,4,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Understanding and reducing our energy use and greenhouse gas (GHG) emissions is more important than ever as our operations continue to grow and global travel – which produces significant greenhouse gas emissions – continues to increase.,1,0.0413,325,"These emissions were only a small fraction of the emissions in category 5, and for this reason not considered in the final calculation methodology. Understanding and reducing our energy use and greenhouse gas (GHG) emissions is more important than ever as our operations continue to grow and global travel – which produces significant greenhouse gas emissions – continues to increase. Emissions from hotel and accommodation are not included as their reporting is optional based on the Scope 3 accounting standard and the mentioned assessment revealed that these emissions are negligible compared to the total emissions in this category."
16,Has the company formalized a strategy to reduce its greenhouse gasemissions?,4,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The extensive environmental requirements to which we are subject could increase our environmental costs and liabilities, reduce our profits or limit our ability to run our business.",2,0.028,1055,"We expect to build upon the launch in Mexico with a phased rollout worldwide in 2019, planned to begin in the Americas (including the US), followed by Asia-Pacific and Europe later in the year. The extensive environmental requirements to which we are subject could increase our environmental costs and liabilities, reduce our profits or limit our ability to run our business. TPRM provides a more consistent and rigorous approach to the management of third-party risks, a simplified process and stronger governance, as well as improved trans parency."
17,Has the company formalized a strategy to reduce its greenhouse gasemissions?,4,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Since launching our first environmental sustainability strategy in 2008, we have made considerable progress around the energy, greenhouse gas emissions, and water goals we announced in 2010, and our colleagues around the world have amplified our efforts.",3,0.0198,17,"Note that this option should align with your consolidation approach to your Scope 1 and Scope 2 greenhouse gas inventory. Since launching our first environmental sustainability strategy in 2008, we have made considerable progress around the energy, greenhouse gas emissions, and water goals we announced in 2010, and our colleagues around the world have amplified our efforts. Position of individual(s) Please explain Board Chair The Board of Directors is responsible for setting the strategic direction of the group."
18,Has the company formalized a strategy to reduce its greenhouse gasemissions?,4,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"On the environmental stewardship front, we took action to review our strategy, challenge our way of thinking, and assess the areas where we can have the greatest impact.",4,0.0073,16,"USD C0.5 (C0.5) Select the option that describes the reporting boundary for which climate-related impacts on your business are being reported. On the environmental stewardship front, we took action to review our strategy, challenge our way of thinking, and assess the areas where we can have the greatest impact. Yes C1.1a (C1.1a) Identify the position(s) of the individual(s) on the board with responsibility for climate-related issues."
19,Has the company formalized a strategy to reduce its greenhouse gasemissions?,4,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Complying with these laws and regulations, or addressing violations arising under them, could increase our environmental costs and liabilities, reduce our profits or limit our ability to run our business.",5,0.0055,1062,"We have made significant progress; while Novartis Group sales have more than doubled in the past 15 years, our consumption of energy and water has increased at a much slower pace, and greenhouse gas emissions have been reduced. Complying with these laws and regulations, or addressing violations arising under them, could increase our environmental costs and liabilities, reduce our profits or limit our ability to run our business. The RP risk indicator tool uses the category risk, country risk and contract value in combination to indicate a potential risk around the five areas of elevated ethical risk in the supply chain: labor rights, HSE general, HSE specific, animal welfare and anti-bribery."
20,Has the company covered its assets though insurance policies to mitigate its exposure to climate related commitments?,5,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"While our Company is growing rapidly, global environmental challenges like climate change continue to intensify, and our stakeholders’ expectations continue to increase.",1,0.312,294,"C4.5 (C4.5) Do you classify any of your existing goods and/or services as low-carbon products or do they enable a third party to avoid GHG emissions? While our Company is growing rapidly, global environmental challenges like climate change continue to intensify, and our stakeholders’ expectations continue to increase. Level of aggregation Group of products Description of product/Group of products Sandoz, the generic products business unit of Novartis, is a leading producer of anti-infective Active Pharmaceutical Ingredients (AI APIs)."
21,Has the company covered its assets though insurance policies to mitigate its exposure to climate related commitments?,5,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We believe the Company's insurance policies, as well as those maintained by third-party owners, including hospitality ventures, are adequate for foreseeable losses and on terms and conditions that are reasonable and customary with solvent insurance carriers.",2,0.0826,764,"We are also working to implement appropriate internal processes and systems to disclose our numbers as regulations and the industry evolve. We believe the Company's insurance policies, as well as those maintained by third-party owners, including hospitality ventures, are adequate for foreseeable losses and on terms and conditions that are reasonable and customary with solvent insurance carriers. We make every effort to comply with national and international standards for disclosure of clinical trial information, and we are committed to the timely disclosure of the design and results of all interventional clinical studies for innovative treatments in patients."
22,Has the company covered its assets though insurance policies to mitigate its exposure to climate related commitments?,5,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As a founding participant in the study, our support for this organization aligns with our own climate change strategy by providing us deeper insight into our impacts and enabling us to elevate our transparency around climate change to external stakeholders.",3,0.0065,436,"They are focused on clean, effective transportation development that will spur economic growth in Boston, and also on infrastructure investment that can build resilience across market sectors. As a founding participant in the study, our support for this organization aligns with our own climate change strategy by providing us deeper insight into our impacts and enabling us to elevate our transparency around climate change to external stakeholders. Novartis actively contributes to work-streams on PPAs, country deep dives for Power Purchase Agreements in India and China, Energy and Climate, Energy Efficient Buildings, Water and Ecosystems Services and Development., Climate Policy Working Group, Low Carbon Technologies Partnership Initiative (LCTPI), and an emerging workstream on Natural Climate Solutions."
23,Has the company covered its assets though insurance policies to mitigate its exposure to climate related commitments?,5,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In addition, there are other risks that may fall outside of the general coverage limits of our policies, may be uninsurable, or with respect to which the cost of insurance is too expensive to justify.",4,0.0024,1069,"The electricity will be generated from Invenergy’s Santa Rita East wind farm in Texas and is expected to be online in 2019. In addition, there are other risks that may fall outside of the general coverage limits of our policies, may be uninsurable, or with respect to which the cost of insurance is too expensive to justify. Novartis will receive renewable energy credits for all of the electricity generated as a result of the project, which can be used to offset over 70% of the Novartis carbon footprint from purchased electricity in the US market."
24,Has the company covered its assets though insurance policies to mitigate its exposure to climate related commitments?,5,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Managing our own operations thoughtfully and efficiently is the first step in our commitment to environmental stewardship.,5,0.0024,319,"CDP Page of 6932 Upstream transportation and distribution Evaluation status Relevant, calculated Metric tonnes CO2e 424000 Emissions calculation methodology. Managing our own operations thoughtfully and efficiently is the first step in our commitment to environmental stewardship. The sector codes in the further developed EEIO tool (EnScaN - Environmental Supply chain accounting Novartis) differ from the sector codes used in the previous year and thus form the relevant industry emissions."
25,Has the company implemented measures to ensure worker's rights?,6,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As a company built on caring for people, we place a high value on safeguarding the basic and fundamental rights of all people.",1,0.1266,169,"Management method Actions related to flood protection are aspects of site engineering and facility management. As a company built on caring for people, we place a high value on safeguarding the basic and fundamental rights of all people. To avoid such events, specific risk assessment and consequently necessary protection measures might become necessary."
26,Has the company implemented measures to ensure worker's rights?,6,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the .",2,0.0028,2113,"We continue to evolve our reporting and data analytics to provide centralized and aggregated data across the risk functions to identify trends and help improve risk mitigation. To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the . At the same time, our whistleblower hotline continues to receive reports of suspected cases where employees may have failed to follow our ethical guidelines."
27,Has the company implemented measures to ensure worker's rights?,6,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"G4-HR2 Total hours of employee training on human rights policies or procedures concerning aspects of human rights that are relevant to operations, including the percentage of employees trained.",3,0.0018,469,"For that reason, any activity that impacts the environment, like climate, was reviewed and an environmental sustainability dimension built into emerging priorities. G4-HR2 Total hours of employee training on human rights policies or procedures concerning aspects of human rights that are relevant to operations, including the percentage of employees trained. Sustainability cannot be addressed without recognizing and improving the interdependent system of systems that are required for basic functionality."
28,Has the company implemented measures to ensure worker's rights?,6,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Caring for one another and for our Company means having the courage to speak up if you have a concern about ethical misconduct.,4,0.0013,2092,"Vision Care researches, develops, manufactures, distributes and sells daily disposable, reusable, and color-enhancing contact lenses and a comprehensive portfolio of ocular health products, including products for dry eye, contact lens care and ocular allergies, as well as ocular vitamins and redness relievers. Caring for one another and for our Company means having the courage to speak up if you have a concern about ethical misconduct. In compliance with IFRS, beginning with our first-quarter 2018 results, Novartis updated its segment financial information to reflect this transfer, both for the current and prior years, to aid comparability of year on year results."
29,Has the company implemented measures to ensure worker's rights?,6,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being.",5,0.0011,1,"Novartis is a global healthcare company based in Basel, Switzerland, with a history going back more than 150 years. Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being. Novartis products are sold in about 155 countries and they reached nearly 1 billion people globally in 2017."
30,Has the company implemented measures to ensure migrant worker's rights and to prevent child and forced labour?,7,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being.",1,0.0022,1,"Novartis is a global healthcare company based in Basel, Switzerland, with a history going back more than 150 years. Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being. Novartis products are sold in about 155 countries and they reached nearly 1 billion people globally in 2017."
31,Has the company implemented measures to ensure migrant worker's rights and to prevent child and forced labour?,7,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Also included below is biographical information relating to each of the Company's executive officers.,2,0.0007,1203,"Novartis Technical Operations (NTO) handles manufacturing of innovative medicines and Sandoz products. Also included below is biographical information relating to each of the Company's executive officers. Services (NBS) consolidates support services across our organization, helping drive efficiency, simplification, standardization and quality."
32,Has the company implemented measures to ensure migrant worker's rights and to prevent child and forced labour?,7,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the .",3,0.0006,2113,"We continue to evolve our reporting and data analytics to provide centralized and aggregated data across the risk functions to identify trends and help improve risk mitigation. To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the . At the same time, our whistleblower hotline continues to receive reports of suspected cases where employees may have failed to follow our ethical guidelines."
33,Has the company implemented measures to ensure migrant worker's rights and to prevent child and forced labour?,7,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We will also point to other Company resources and compliance policies you can consult for more guidance.,4,0.0006,2079,"Novartis Business Services (NBS), our shared services organization, delivers integrated solutions to all Novartis divisions and units worldwide. We will also point to other Company resources and compliance policies you can consult for more guidance. NBS works to leverage the full scale of Novartis to create value across the Company and to free up resources to invest in innovation and our product pipeline."
34,Has the company implemented measures to ensure migrant worker's rights and to prevent child and forced labour?,7,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The Iran Threat Reduction and Syria Human Rights Act of 2012 could result in investigations by the U.S. Government against our Company and could harm our reputation and brands.,5,0.0005,1042,"It encourages companies that we do business with to meet the standards of ethics, business integrity and environmental practice we expect. The Iran Threat Reduction and Syria Human Rights Act of 2012 could result in investigations by the U.S. Government against our Company and could harm our reputation and brands. Responsible procurement is aimed at taking responsibility to safeguard and improve ethical standards among our suppliers, and using our expertise to help them find lasting solutions to complex issues."
35,Does the company monitor performance indicators to assess its progress compared to its climate related commitments or targets?,8,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Hyatt will measure global progress and performance with the support of WWF’s analysis and recommendations.,1,0.6026,386,"With the movement of suppliers in and out of our network on a regular basis, we will likely never have 100% engagement, but we will be able to accomplish most of our required impact by focusing on key portions of the supply chain, and then calculating required offsets to achieve the desired amount of carbon footprint reduction across our supply chain. Hyatt will measure global progress and performance with the support of WWF’s analysis and recommendations. In addition, the quality of all responses is assessed through comparison with industry intensity emission values."
36,Does the company monitor performance indicators to assess its progress compared to its climate related commitments or targets?,8,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"While our Company is growing rapidly, global environmental challenges like climate change continue to intensify, and our stakeholders’ expectations continue to increase.",2,0.1136,294,"C4.5 (C4.5) Do you classify any of your existing goods and/or services as low-carbon products or do they enable a third party to avoid GHG emissions? While our Company is growing rapidly, global environmental challenges like climate change continue to intensify, and our stakeholders’ expectations continue to increase. Level of aggregation Group of products Description of product/Group of products Sandoz, the generic products business unit of Novartis, is a leading producer of anti-infective Active Pharmaceutical Ingredients (AI APIs)."
37,Does the company monitor performance indicators to assess its progress compared to its climate related commitments or targets?,8,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"For example, in 2013 we introduced environmental metrics into our quarterly business reviews to facilitate performance tracking and improvements.",3,0.1072,50,"Corporate executive team Types of incentives Monetary reward Activity incentivized Emissions reduction target Comment. For example, in 2013 we introduced environmental metrics into our quarterly business reviews to facilitate performance tracking and improvements. Other, please specify (Country managers) Types of incentives Monetary reward Activity incentivized Emissions reduction target Comment Country managers are rewarded for reducing CO2 emissions from the vehicles fleet and for energy efficiency of their commercial buildings."
38,Does the company monitor performance indicators to assess its progress compared to its climate related commitments or targets?,8,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We undertook a robust analysis to develop a strong suite of environmental performance goals and implementation strategies that would energize our efforts through the year 2020 and ensure that we focus on all of our most important areas of impact.,4,0.043,299,"Furthermore, the carbon intensity of the energy used at our locations in Europe is by far lower compared the carbon intensities in China and India. We undertook a robust analysis to develop a strong suite of environmental performance goals and implementation strategies that would energize our efforts through the year 2020 and ensure that we focus on all of our most important areas of impact. End-year of reporting period <Not Applicable> Comment C6.2 (C6.2) Describe your organization’s approach to reporting Scope 2 emissions."
39,Does the company monitor performance indicators to assess its progress compared to its climate related commitments or targets?,8,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As a result, it may be difficult to use Adjusted EBITDA or similarly named non-GAAP measures that other companies may use to compare the performance of those companies to our performance.",5,0.0152,1309,"As part of our Responsible Procurement (RP)/Third Party Risk Management (TPRM) process, we systematically engage with our suppliers on corporate responsibility topics, including, human and labor rights, health, safety and environmental (HSE) aspects. As a result, it may be difficult to use Adjusted EBITDA or similarly named non-GAAP measures that other companies may use to compare the performance of those companies to our performance. The closure of corrective actions is tracked/measured through HSE and BC Performance Indicator and successfully closed, if completed within the agreed timeframe."
40,Has the company formalized a commitment policy or program to ensure acceptable working conditions to workers? ,9,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being.",1,0.6635,1,"Novartis is a global healthcare company based in Basel, Switzerland, with a history going back more than 150 years. Their commitment reinforces for me the responsibility that we have as a company to also care for our people, the communities where we operate and the natural environment that is so vital to our collective well-being. Novartis products are sold in about 155 countries and they reached nearly 1 billion people globally in 2017."
41,Has the company formalized a commitment policy or program to ensure acceptable working conditions to workers? ,9,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We will also point to other Company resources and compliance policies you can consult for more guidance.,2,0.0042,2079,"Novartis Business Services (NBS), our shared services organization, delivers integrated solutions to all Novartis divisions and units worldwide. We will also point to other Company resources and compliance policies you can consult for more guidance. NBS works to leverage the full scale of Novartis to create value across the Company and to free up resources to invest in innovation and our product pipeline."
42,Has the company formalized a commitment policy or program to ensure acceptable working conditions to workers? ,9,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Our commitment to corporate responsibility is based on more than just a desire to do the right thing; it is also central to our success as a business.,3,0.0039,35,"The Health, Safety and Environment (HSE) Governance Board is responsible for ensuring all HSE risks and issues including climate are managed appropriately. Our commitment to corporate responsibility is based on more than just a desire to do the right thing; it is also central to our success as a business. The Global Environment Head is responsible for identifying climate related risks and issues, making recommendations for how they should be managed, developing metrics so progress against targets can be monitored, and seeking endorsement for implementation from the HSE Governance Board."
43,Has the company formalized a commitment policy or program to ensure acceptable working conditions to workers? ,9,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the .",4,0.0031,2113,"We continue to evolve our reporting and data analytics to provide centralized and aggregated data across the risk functions to identify trends and help improve risk mitigation. To ensure that we are always communicating truthfully, accurately, and consistently about the Company, we only authorize certain individuals within the . At the same time, our whistleblower hotline continues to receive reports of suspected cases where employees may have failed to follow our ethical guidelines."
44,Has the company formalized a commitment policy or program to ensure acceptable working conditions to workers? ,9,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Because we operate globally, we might have to comply with different policies and rules depending on where we work.",5,0.0024,2083,"Our Innovative Medicines Division researches, develops, manufactures, distributes and sells patented prescription medicines to enhance health outcomes for patients and healthcare providers. Because we operate globally, we might have to comply with different policies and rules depending on where we work. Novartis Pharmaceuticals consists of the global business franchises Ophthalmology; Neuroscience; Immunology, Hepatology and Dermatology; Respiratory; Cardio-Metabolic; and Established Medicines."
45,Has the company assessed which facilities are the most vulnerable to increased acute and chronic weather events?,10,Hyatt,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We will also point to other Company resources and compliance policies you can consult for more guidance.,1,0.0009,2079,"Novartis Business Services (NBS), our shared services organization, delivers integrated solutions to all Novartis divisions and units worldwide. We will also point to other Company resources and compliance policies you can consult for more guidance. NBS works to leverage the full scale of Novartis to create value across the Company and to free up resources to invest in innovation and our product pipeline."
