,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
10,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"For instance, we have initiated a pilot project with the European Chemicals Agency (ECHA) and partner companies to share archived data with the scientific community.",1,0.0043,678,"Other human capital impacts Employee well-being, voluntary turnover, human rights beyond living wages not valued in 2017. For instance, we have initiated a pilot project with the European Chemicals Agency (ECHA) and partner companies to share archived data with the scientific community. At the same time, we are taking steps to minimize our negative environmental impact, as measured by the carbon, other air emissions, water and waste impacts of our own operations and supply chain, which were valued at USD 4.7 billion."
11,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Roche was one of the first companies to consolidate and complement its own research and development expertise by working with external partners.,2,0.0028,86,"This has happened in the past due to climate and carbon related issues in multiple markets, to include events in China where poor air quality caused region wide factory shutdowns across all market sectors. Roche was one of the first companies to consolidate and complement its own research and development expertise by working with external partners. Reputation on environmental sustainability can also have both negative and positive impact on talent management."
12,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners.",3,0.0016,1539,"This reduction is a result of small changes at several locations and might be impacted by changes in water prices. Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners. In 2017 and 2018 a new environmental sustainability strategy is being developed which estimated the internal cost of water."
13,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We believe that the success of our company depends on the combined talents and perfor- mance of dedicated employees.,4,0.0015,1040,"As a global healthcare company, Novartis engages with an extensive network of third parties worldwide. We believe that the success of our company depends on the combined talents and perfor- mance of dedicated employees. It encourages companies that we do business with to meet the standards of ethics, business integrity and environmental practice we expect."
14,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The Roche Innovation Center in Copenhagen in Denmark presses and sells its waste to recycling companies.,5,0.0011,579,C10.1a 	(C10.1a) Provide further details of the verification/assurance undertaken for your Scope 1 and/or Scope 2 emissions and attach the relevant statements. The Roche Innovation Center in Copenhagen in Denmark presses and sells its waste to recycling companies. Proportion of reported emissions verified (%) 	Scope 	Verification or assurance cycle in place 	Status in the current reporting year 	Type of verification or assurance.
15,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our emissions strategy prescribes a continuous improvement at our manufacturing sites, while our aim is to avoid, reduce, and control air pollutants in line with our eco­balance goals.",1,0.0153,570,"C7.9a 	(C7.9a) Identify the reasons for any change in your gross global emissions (Scope 1 and 2 combined) and for each of them specify how your emissions compare to the previous year. Our emissions strategy prescribes a continuous improvement at our manufacturing sites, while our aim is to avoid, reduce, and control air pollutants in line with our eco­balance goals. Energy 	C8.1 	(C8.1) What percentage of your total operational spend in the reporting year was on energy?"
16,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our Corporate Principles and the Safety, Security, Health and Environmental Protection (SHE) Policy ensure that we commit to the highest standards of environmental protection.",2,0.0051,547,"Estimated lifetime of the initiative 	Comment 	C4.3c 	(C4.3c) What methods do you use to drive investment in emissions reduction activities? Our Corporate Principles and the Safety, Security, Health and Environmental Protection (SHE) Policy ensure that we commit to the highest standards of environmental protection. Level of aggregation 	Description of product/Group of products 	Are these low-carbon product(s) or do they enable avoided emissions?"
17,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The company has a formal policy governing the engagement of the statutory auditor for non­audit services.,3,0.0042,818,"For example, the baseline study conducted by Boston University to evaluate the impact of Novartis Access in Kenya novartis social business performance indicators. The company has a formal policy governing the engagement of the statutory auditor for non­audit services. 4 Our patient reach has steadily declined over the past five years, due to the increasing availability of WHO prequalified generic ACTs, eligible for international donor-funded procurement."
18,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"I see this as a commitment to continue operating our business responsibly, holistically and with a long­term perspective.",4,0.0029,83,"Increasingly, more focus is being given to evolving legal risks that might occur related to financial disclosure of climate related financial risk. I see this as a commitment to continue operating our business responsibly, holistically and with a long­term perspective. Market Relevant, sometimes included Market dynamics involving value creation for companies that focus on sustainable business are increasingly included in discussions."
19,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"This commitment is reflected in our Roche Group Code of Conduct, Supplier Code of Conduct, the Roche Employment Policy and the Roche Policy on Safety, Security, Health and Environmental Protection, all being embedded throughout the Roche Group.",5,0.0028,990,"We contributed to and endorsed the joint statements issued at the International Conference on Quality Medicines in Oxford, UK, and the Regional Conference on Combat ting Pharmaceutical Crime in Phnom Penh, Cambodia. This commitment is reflected in our Roche Group Code of Conduct, Supplier Code of Conduct, the Roche Employment Policy and the Roche Policy on Safety, Security, Health and Environmental Protection, all being embedded throughout the Roche Group. Commitment to Patients and Caregivers, which outlines what patients and caregivers can expect from Novartis."
20,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Secondly, in order to allow employees and managers to participate in the company’s business success, adequate compensation measures are key.",1,0.005,834,"Alcon, our eye care division, announced in May the Alcon Cares Project 100, which aims to reduce cataract blindness by providing equipment to perform cataract surgery. Secondly, in order to allow employees and managers to participate in the company’s business success, adequate compensation measures are key. We therefore seek opportunities to lower local barriers to healthcare delivery, working in collaboration with governments and other partners to support quality patient care in areas where we can have the greatest impact."
21,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,– Request appropriate remedial measures if we become aware of a compliance issue with a business partner.,2,0.0038,1549,"Linkages and trade-offs W9.1 (W9.1) Has your organization identified any linkages or tradeoffs between water and other environmental issues in its direct operations and/or other parts of its value chain? – Request appropriate remedial measures if we become aware of a compliance issue with a business partner. Several Novartis sites in Austria, Italy, Spain and Slovenia use large quantities of water from river side banks to cool their production processes and additional sites in e.g."
22,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Businesses are expected to have adequate measures (policies, processes, monitoring and transparent reporting systems) in place to protect human rights within their own operations as well as in the interaction with business partners.",3,0.0025,981,"And we have engaged in regular market monitoring activities in high-risk countries, primarily in Africa and Asia. Businesses are expected to have adequate measures (policies, processes, monitoring and transparent reporting systems) in place to protect human rights within their own operations as well as in the interaction with business partners. We investigate all reported cases of falsified and counterfeit Novartis products – regardless of where they are made available – and we bring legal action, whenever possible, against those involved."
23,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"I see this as a commitment to continue operating our business responsibly, holistically and with a long­term perspective.",4,0.0015,83,"Increasingly, more focus is being given to evolving legal risks that might occur related to financial disclosure of climate related financial risk. I see this as a commitment to continue operating our business responsibly, holistically and with a long­term perspective. Market Relevant, sometimes included Market dynamics involving value creation for companies that focus on sustainable business are increasingly included in discussions."
24,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Roche Group has established a risk management process covering the entire company with a system in place to identify and manage all types of risks potentially affecting its business (including economic, environmental and social impacts, risks and opportunities and containing stakeholder input).",5,0.0013,1263,"Volume is slightly lower than previous reporting year due to continued improvements in our operations. The Roche Group has established a risk management process covering the entire company with a system in place to identify and manage all types of risks potentially affecting its business (including economic, environmental and social impacts, risks and opportunities and containing stakeholder input). Relevance Volume (megaliters/year) Comparison with previous reporting year Please explain Fresh surface water Relevant 61046 Lower For a complete overview on water balances, Novartis reports the quantities of water discharged to the aquatic environment, but not the exact destination."
25,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Employees must be aware that such violations can have serious consequences for the company and for themselves and that they will be held accountable.,1,0.0024,97,"Downstream Relevant, sometimes included Climate impact on socio-economic systems can disrupt physical distribution supply chains, and also result in regional insecurity and instability that might make it difficult to deliver medicine to patients, so this is considered consistently but not addressed in every single year. Employees must be aware that such violations can have serious consequences for the company and for themselves and that they will be held accountable. C2.2d CDP Page of 6910 (C2.2d) Describe your process(es) for managing climate-related risks and opportunities."
26,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The company has a formal policy governing the engagement of the statutory auditor for non­audit services.,2,0.0017,1003,"Further details about prevention and education activities conducted by Novartis Social Business and the Novartis Foundation can be found on pages 21 and 26 of this report. The company has a formal policy governing the engagement of the statutory auditor for non­audit services. To better understand the state of our culture, in May we conducted an Organizational Culture Inventory®, a survey involving nearly 14 000 employees."
27,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Each year several black­out periods are imposed during which senior employees are prohibited from trading in company stock.,3,0.0012,772,"The Access to Medicine Foundation recognized our efforts in this area by ranking us second in the 2018 Access to Medicine Index, up from third position in 2016. Each year several black­out periods are imposed during which senior employees are prohibited from trading in company stock. The Access Principles are built on three pillars: research and development (R&D), affordability and strengthening health care systems."
28,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Secondly, in order to allow employees and managers to participate in the company’s business success, adequate compensation measures are key.",4,0.0011,771,"For this reason, we are making a fundamental shift in the way we do business and are reimagining how to expand access to critical healthcare innovations. Secondly, in order to allow employees and managers to participate in the company’s business success, adequate compensation measures are key. In late 2017, we established the Novartis Access Principles and embarked on a journey to systematically integrate access into our business model."
29,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In addition to Roche’s liability as a company, employees who engage in such illegal behaviour may be subject to severe penalties.",5,0.0008,687,"In honesty, we still live in a world where the system deems profit and the financial bottom line as the bottom line, the single measure of company success. In addition to Roche’s liability as a company, employees who engage in such illegal behaviour may be subject to severe penalties. Challenges once seen as peripheral are becoming financially “material” – a trend illustrated by BlackRock CEO Larry Fink’s call in 2018 for urgent progress in this area."
30,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our emissions strategy prescribes a continuous improvement at our manufacturing sites, while our aim is to avoid, reduce, and control air pollutants in line with our eco­balance goals.",1,0.9426,570,"C7.9a 	(C7.9a) Identify the reasons for any change in your gross global emissions (Scope 1 and 2 combined) and for each of them specify how your emissions compare to the previous year. Our emissions strategy prescribes a continuous improvement at our manufacturing sites, while our aim is to avoid, reduce, and control air pollutants in line with our eco­balance goals. Energy 	C8.1 	(C8.1) What percentage of your total operational spend in the reporting year was on energy?"
31,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"International agreements, such as the Paris Agreement, which Roche actively supports, as well as national legislation, define targets and schedules for reducing emissions.",2,0.5763,569,"C7.1a 	(C7.1a) Break down your total gross global Scope 1 emissions by greenhouse gas type and provide the source of each used greenhouse warming potential (GWP). International agreements, such as the Paris Agreement, which Roche actively supports, as well as national legislation, define targets and schedules for reducing emissions. C7.9b 	(C7.9b) Are your emissions performance calculations in C7.9 and C7.9a based on a location-based Scope 2 emissions figure or a market-based Scope 2 emissions figure?"
32,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Another initiative to reduce GHG emissions at Roche is to reduce our use of halogenated refrigerants, which are used in cooling equipment and can remain in the atmosphere for a long period of time.",3,0.5212,564,"Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Use of sold products 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. Another initiative to reduce GHG emissions at Roche is to reduce our use of halogenated refrigerants, which are used in cooling equipment and can remain in the atmosphere for a long period of time. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Downstream leased assets 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology."
33,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Since 2010, Genentech has reduced greenhouse gas emissions from energy used at its SSF campus by over 30%, thanks in part to its green building programme.",4,0.264,561,"Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Upstream leased assets 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. Since 2010, Genentech has reduced greenhouse gas emissions from energy used at its SSF campus by over 30%, thanks in part to its green building programme. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Processing of sold products 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology."
34,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Proactively seeking new technologies 	Decreasing energy consumption 	Reducing greenhouse gas emissions.,5,0.0043,968,"The feedback received from Strathmore University and course participants was highly positive, and in 2018, the university took ownership of the curriculum for integration into its own core programs. Proactively seeking new technologies 	Decreasing energy consumption 	Reducing greenhouse gas emissions. According to the International Federation of Pharmaceutical Manufacturers & Associations, anti-infectives, cardiovascular, central nervous system and oncology are four of the five most falsified therapeutic areas impacting all regions, particularly low-income countries."
35,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Since 2010, Genentech has reduced greenhouse gas emissions from energy used at its SSF campus by over 30%, thanks in part to its green building programme.",1,0.9398,561,"Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Upstream leased assets 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. Since 2010, Genentech has reduced greenhouse gas emissions from energy used at its SSF campus by over 30%, thanks in part to its green building programme. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Processing of sold products 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology."
36,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We were able to reduce our scope 1 GHG emissions by 1.9% by implementing energy­saving measures that reduced the amount of fuel we use to heat, cool and operate our sites.",2,0.7805,572,"Energy 	C8.1 	(C8.1) What percentage of your total operational spend in the reporting year was on energy? We were able to reduce our scope 1 GHG emissions by 1.9% by implementing energy­saving measures that reduced the amount of fuel we use to heat, cool and operate our sites. Fuels (excluding feedstocks) 	Heating value 	Total fuel MWh consumed by the organization 	MWh fuel consumed for the self-generation of electricity 	MWh fuel consumed for self-generation of heat 	MWh fuel consumed for self-generation of steam 	MWh fuel consumed for self-generation of cooling 	MWh fuel consumed for self- cogeneration or self-trigeneration."
37,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Another initiative to reduce GHG emissions at Roche is to reduce our use of halogenated refrigerants, which are used in cooling equipment and can remain in the atmosphere for a long period of time.",3,0.2448,564,"Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Use of sold products 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. Another initiative to reduce GHG emissions at Roche is to reduce our use of halogenated refrigerants, which are used in cooling equipment and can remain in the atmosphere for a long period of time. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Downstream leased assets 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology."
38,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Proactively seeking new technologies 	Decreasing energy consumption 	Reducing greenhouse gas emissions.,4,0.0771,968,"The feedback received from Strathmore University and course participants was highly positive, and in 2018, the university took ownership of the curriculum for integration into its own core programs. Proactively seeking new technologies 	Decreasing energy consumption 	Reducing greenhouse gas emissions. According to the International Federation of Pharmaceutical Manufacturers & Associations, anti-infectives, cardiovascular, central nervous system and oncology are four of the five most falsified therapeutic areas impacting all regions, particularly low-income countries."
39,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"International agreements, such as the Paris Agreement, which Roche actively supports, as well as national legislation, define targets and schedules for reducing emissions.",5,0.0686,569,"C7.1a 	(C7.1a) Break down your total gross global Scope 1 emissions by greenhouse gas type and provide the source of each used greenhouse warming potential (GWP). International agreements, such as the Paris Agreement, which Roche actively supports, as well as national legislation, define targets and schedules for reducing emissions. C7.9b 	(C7.9b) Are your emissions performance calculations in C7.9 and C7.9a based on a location-based Scope 2 emissions figure or a market-based Scope 2 emissions figure?"
40,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We are committed to continuously monitoring key performance indicators (eg, the five­ year goals on page 81), and our aim is to cover at least 95% of each key performance indicator.",1,0.7955,550,"Taxonomy, project or methodology used to classify product(s) as low-carbon or to calculate avoided emissions 	% revenue from low carbon product(s) in the reporting year 	Comment 	C5. We are committed to continuously monitoring key performance indicators (eg, the five­ year goals on page 81), and our aim is to cover at least 95% of each key performance indicator. of Scope 1 and Scope 2 emissions that are within your selected reporting boundary which are not included in your disclosure?"
41,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We review and monitor progress internally and report externally, such as on our website and in our Annual Report.",2,0.0253,992,"Commitment to Patients and Caregivers, which outlines what patients and caregivers can expect from Novartis. We review and monitor progress internally and report externally, such as on our website and in our Annual Report. It has four overarching pillars: respecting and understanding the patient community perspective, expanding access to our medicines, conducting responsible clinical trials, and recognizing the importance of transparency."
42,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Our commitment to long-term thinking is further emphasised through our “Five-Year Corporate Goals” which serve as a bonus-relevant yardstick and against which progress is monitored annually.,3,0.0148,1479,"About the same Please explain All water withdrawn by Facility 1 is discharged back to the water environment for non-contact water, or after on-site/off-site treatment for contact water. Our commitment to long-term thinking is further emphasised through our “Five-Year Corporate Goals” which serve as a bonus-relevant yardstick and against which progress is monitored annually. CDP Page of 3823 W5.1a (W5.1a) For each facility referenced in W5.1, provide withdrawal data by water source."
43,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We regularly monitor our performance to ensure compliance with our standards and objectives as well as to ensure our behaviour, processes and equipment are state-of-the-art.",4,0.0091,1388,"Yes, both in direct operations and the rest of our value chain W4.1a CDP Page of 3814 (W4.1a) How does your organization define substantive financial or strategic impact on your business? We regularly monitor our performance to ensure compliance with our standards and objectives as well as to ensure our behaviour, processes and equipment are state-of-the-art. Risks include all water and environment-related potential risks and opportunities including natural disasters such as floods, drought, heat events, storms and earthquakes; health risks to people e.g., pandemic; safety such as fire and explosions; environmental risks such as sea level rise, water scarcity, spillage, soil contamination, water pollution and climate risks related to business continuity."
44,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners.",5,0.0063,1539,"This reduction is a result of small changes at several locations and might be impacted by changes in water prices. Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners. In 2017 and 2018 a new environmental sustainability strategy is being developed which estimated the internal cost of water."
45,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Improvements in terms of decreasing energy consumption, air emissions, water consumption, and the weight of chemical waste, has led to a further improvement of 3.3% compared to 2017.",1,0.001,554,"Purchased goods and services 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. Improvements in terms of decreasing energy consumption, air emissions, water consumption, and the weight of chemical waste, has led to a further improvement of 3.3% compared to 2017. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation."
46,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The points are added up and then related to the total number of employees, which enables us to monitor our environmental impact per employee.",2,0.001,553,"C6.5 	(C6.5) Account for your organization’s Scope 3 emissions, disclosing and explaining any exclusions. The points are added up and then related to the total number of employees, which enables us to monitor our environmental impact per employee. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Capital goods 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology."
47,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,It is most gratifying to see that a sustainability mindset is embedded at all levels of the company.,3,0.001,82,"In many cases, there are legal requirements to be met regarding carbon emissions trading schemes or other emissions. It is most gratifying to see that a sustainability mindset is embedded at all levels of the company. Formal financial disclosures can impact investor decisions, and as such, should meet rigorous standards for data integrity and review process before releasing this data."
