,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
11,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Manufacturing activities, such as the chemical manufacturing of the active ingredients in our products and the related storage and transportation of raw materials, products and waste, expose us to various risks, including: ■ fires and/or explosions; ■ storage tank leaks and ruptures; or ■ discharges or releases of toxic or pathogen substances.",1,0.0022,1829,"Carraig is run under the supervision of the Irish regulatory authorities, is wholly-owned by Sanofi, and has sufficient resources to meet those portions of our risks that it has agreed to cover. Manufacturing activities, such as the chemical manufacturing of the active ingredients in our products and the related storage and transportation of raw materials, products and waste, expose us to various risks, including: ■ fires and/or explosions; ■ storage tank leaks and ruptures; or ■ discharges or releases of toxic or pathogen substances. Our Property & Business Interruption program covers all our entities worldwide, wherever it is possible to use a centralized program operated by our captive insurance company."
12,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our Company is a société anonyme, a form of limited liability company, organized under the laws of France.",2,0.0015,1914,"The initiative includes a specific commitment with respect to antibiotic production sites that are operated by signatories or their suppliers, involving firstly the definition and deployment of a shared framework for managing potential waste, and secondly the establishment of environmental thresholds. Our Company is a société anonyme, a form of limited liability company, organized under the laws of France. For a fuller list of the principal companies in our consolidated group, see Note F. to our consolidated financial statements, included in this annual report at Item 18."
13,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Significant Subsidiaries Sanofi is the holding company of a consolidated group consisting of over 300 companies.,3,0.001,43,Our two industry initiatives offer additional advanced training modules for our suppliers through the TfS Supplier Academy and the PSCI Sustainability Webinars. Significant Subsidiaries Sanofi is the holding company of a consolidated group consisting of over 300 companies. This initiative is based on established principles such as the United Nations Global Compact and the Responsible Care Global Charter®.
14,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"To measure the local impact of the activities of the Company and our subcontractors, we are pilot testing a set of territorial footprint indicators developed by Sanofi’s Stakeholder Committee.",4,0.0008,1905,"Reflecting our environment strategy out to 2025, the program sets more ambitious targets for reducing environmental impacts across the entire value chain. To measure the local impact of the activities of the Company and our subcontractors, we are pilot testing a set of territorial footprint indicators developed by Sanofi’s Stakeholder Committee. We have also set ourselves the target of achieving sustainable water resource management, especially at sites which are under hydric stress."
15,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Co-Aprovel® Patent Infringement Actions (Europe) Sanofi has been involved since early 2012 in a number of legal proceedings involving generic companies that attempted to launch or launched generic versions of Sanofi’s Co-Aprovel® in several.,5,0.0007,1930,"For a description of our principal items of property, plant and equipment, see “– D. Property, Plant and Equipment” below. Co-Aprovel® Patent Infringement Actions (Europe) Sanofi has been involved since early 2012 in a number of legal proceedings involving generic companies that attempted to launch or launched generic versions of Sanofi’s Co-Aprovel® in several. The parent company operates a cash pooling arrangement under which any surplus cash held by subsidiaries is managed centrally."
16,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health.",1,0.9655,2536,"She has more than 20 years of professional experience in policy, advocacy, stakeholder outreach and external engagement. The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health. In these positions she was a key resource for members of Congress on a wide range of health care issues including Medicare, Medicaid, prescription drugs, disease management, health care information technology, and post-acute care."
17,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products.",2,0.8628,4197,"Consolidated statements of comprehensive income 	Consolidated statements of changes in equity 	Consolidated statements of cash flows . We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products. We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity."
18,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Stricter environmental, safety and health laws and enforcement policies could result in substantial costs and liabilities to our Company and could subject our handling, manufacture, use, reuse or disposal of substances or pollutants, site restoration and compliance to more rigorous scrutiny than is currently the case.",3,0.0904,1902,"We believe that the safety management systems implemented at each site, the hazard studies carried out and the risk management methods implemented, as well as our third-party property insurance policies covering any third-party physical damage, are consistent with legal requirements and the best practices in the industry. Stricter environmental, safety and health laws and enforcement policies could result in substantial costs and liabilities to our Company and could subject our handling, manufacture, use, reuse or disposal of substances or pollutants, site restoration and compliance to more rigorous scrutiny than is currently the case. We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity."
19,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"FACTSHEETS Wherever you see this reference, visit our CSR document center to find more content on Sanofi’s commitments, policies and initiatives.",4,0.0103,78,"References to other contents in this report and additional sources are specified in the right-hand side of the pages throughout this report. FACTSHEETS Wherever you see this reference, visit our CSR document center to find more content on Sanofi’s commitments, policies and initiatives. Wherever you see this reference, visit Sanofi.com or our other publications to find additional content."
20,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"It requires the full commitment of the entire Company, from top executives to each individual in our operations around the globe.",5,0.006,98,"Corporate Social Responsibility is a way of thinking and behaving that is woven into the fabric of how Sanofi operates as a Company every single day. It requires the full commitment of the entire Company, from top executives to each individual in our operations around the globe. To deliver real value to society, we need to listen to our external stakeholders – including policymakers, patient organizations, payers, trade associations and multilateral organizations – understand their needs and expectations, bring their insights into our business strategy and ensure the Company’s decision-making processes are attuned to our operating environment."
21,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"To safeguard continuity of operations and secure timely execution of its core tasks, the EMA has launched a Business Continuity Plan (BCP).",1,0.0279,1653,"The EMA has conducted Industry Stakeholder meetings to discuss the various issues related to Brexit and is continuing to release regulatory and procedural guidance for pharmaceutical companies in order to facilitate preparation for Brexit. To safeguard continuity of operations and secure timely execution of its core tasks, the EMA has launched a Business Continuity Plan (BCP). The BCP defines priority levels for EMA activities according to their impact on public health and the ability of the EMA to manage the tasks in light of the human resources available."
22,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company.,2,0.0065,476,"To ensure quality, Sanofi must therefore fullfill applicable statutory and regulatory requirements and: apply consistent standards to ensure quality of all our products and services throughout their life cycle, from discovery to development, manufacturing and distribution, for both established and innovative products; be ready for authorities’ inspections on any site involved in the launch of new products and the life cycle of marketed products. Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company. The following table describes the risks and the mitigating actions related to our Ethics and Transparency material topics, identified in the materiality analysis (see page 27)."
23,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Business ethics and employee integrity are crucial to safeguard the Company’s image and reputation and protect Sanofi employees.,3,0.0013,486,"The best way to gain and preserve stakeholders’ trust is to demonstrate ethics and integrity in day-to-day business practices. Business ethics and employee integrity are crucial to safeguard the Company’s image and reputation and protect Sanofi employees. Sanofi must comply with applicable laws and regulations applicable in the jurisdictions in which we operate, with pharmaceutical industry codes and with the Company’s ethical principles, values and policies."
24,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,A compliance officer network led by the Ethics and Business Integrity global team is in place throughout the Company to ensure effective training and education and to detect and remedy issues.,4,0.001,490,Sanofi’s Code of Ethics delivers rules to employees to act with personal integrity and in their interactions with Company stakeholders. A compliance officer network led by the Ethics and Business Integrity global team is in place throughout the Company to ensure effective training and education and to detect and remedy issues. Compliance helplines are available to raise any concerns employees may face with ethical principles and behaviors.
25,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We have provided these businesses with funding, and also helped them to network with procurement and business development departments at other large companies.",5,0.0008,59,"In France, we are working with around fifty start-ups and SMEs, helping them grow faster and hire more people. We have provided these businesses with funding, and also helped them to network with procurement and business development departments at other large companies. Other areas in which we have helped included pro bono expertise and support with international expansion."
26,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The environmental laws of various jurisdictions impose actual and potential obligations on our Company to remediate contaminated sites.,1,0.0028,1035,Environmental liabilities and costs related to compliance with applicable regulations may have a significant adverse effect on our results of operations. The environmental laws of various jurisdictions impose actual and potential obligations on our Company to remediate contaminated sites. These obligations may relate to sites: ■ that we currently own or operate; ■ that we formerly owned or operated; or ■ where waste from our operations was disposed.
27,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company.,2,0.0014,476,"To ensure quality, Sanofi must therefore fullfill applicable statutory and regulatory requirements and: apply consistent standards to ensure quality of all our products and services throughout their life cycle, from discovery to development, manufacturing and distribution, for both established and innovative products; be ready for authorities’ inspections on any site involved in the launch of new products and the life cycle of marketed products. Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company. The following table describes the risks and the mitigating actions related to our Ethics and Transparency material topics, identified in the materiality analysis (see page 27)."
28,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,A compliance officer network led by the Ethics and Business Integrity global team is in place throughout the Company to ensure effective training and education and to detect and remedy issues.,3,0.0005,490,Sanofi’s Code of Ethics delivers rules to employees to act with personal integrity and in their interactions with Company stakeholders. A compliance officer network led by the Ethics and Business Integrity global team is in place throughout the Company to ensure effective training and education and to detect and remedy issues. Compliance helplines are available to raise any concerns employees may face with ethical principles and behaviors.
29,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company.,4,0.0005,433,"Our mitigation strategy for climate change involves limiting our greenhouse gas emissions and focuses mainly on energy consumption. This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company. Sanofi has set up ambitious carbon footprint targets, including becoming carbon neutral by 2050 in terms of emissions from industrial, R&D and administrative sites, and from sales representatives’ vehicle fleets (scopes 1&2)."
30,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Claims are assessed using the traditional models applied by insurance and reinsurance companies, and the company’s reserves are regularly verified and confirmed by independent actuaries.",5,0.0005,1829,"Carraig is run under the supervision of the Irish regulatory authorities, is wholly-owned by Sanofi, and has sufficient resources to meet those portions of our risks that it has agreed to cover. Claims are assessed using the traditional models applied by insurance and reinsurance companies, and the company’s reserves are regularly verified and confirmed by independent actuaries. Our Property & Business Interruption program covers all our entities worldwide, wherever it is possible to use a centralized program operated by our captive insurance company."
31,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Our mitigation strategy for climate change involves limiting our greenhouse gas emissions and focuses mainly on energy consumption.,1,0.8308,432,"For more information on how Sanofi manages the risks that climate change poses of our activities, please see: Chapter 4 of our 2017 Registration Document, 4.2.3.2.4. Our mitigation strategy for climate change involves limiting our greenhouse gas emissions and focuses mainly on energy consumption. This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company."
32,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Sanofi is committed to reducing our carbon footprint by adopting responsible practices to reduce our greenhouse gas emissions throughout the world.,2,0.7969,4226,Context Sanofi worked in collaboration with a third party expert to estimate the company’s Scope 3 emissions based on a robust methodology. Sanofi is committed to reducing our carbon footprint by adopting responsible practices to reduce our greenhouse gas emissions throughout the world. Fuel and energy-related activities Use of data related to energy consumption from industrial and R&D sites and assumptions to calculate emissions from the tertiary sites .
33,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As part of our commitment to reduce our CO2 emissions, Sanofi has taken steps to encourage employees to use lower-carbon means of transportation.",3,0.0568,4302,"Moreover, Sanofi promotes green meetings by encouraging the use of telepresence and high-definition video-teleconference equipment at several of our sites. As part of our commitment to reduce our CO2 emissions, Sanofi has taken steps to encourage employees to use lower-carbon means of transportation. As recommended by our global travel policy, virtual meetings option must be assessed and preferred before taking any decision to travel for business."
34,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity.,4,0.0197,1903,"We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products. We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity. Reflecting our environment strategy out to 2025, the program sets more ambitious targets for reducing environmental impacts across the entire value chain."
35,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company.,5,0.0177,4292,"Franchisors should account for emissions that occur from the operation of franchises (i.e., the Scope 1 & 2 emissions of franchisees) in this category. This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company. This category is mostly applicable to investors, i.e., companies that invest in order to make a profit, and companies that provide financial services."
36,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health.",1,0.9204,501,"A transversal working group involving Corporate Social Responsibility, Ethics and Business Integrity, HSE, Industrial Affairs, Legal and Procurement departments was created to achieve timely, complete and accurate application of the duty of vigilance law. The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health. In order to minimize our environmental footprint, Sanofi implemented and continuously upgrades a comprehensive HSE system, including a governance body to monitor HSE regulations applicable to products."
37,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Sanofi is committed to reducing our carbon footprint by adopting responsible practices to reduce our greenhouse gas emissions throughout the world.,2,0.4809,4306,"Aware of the impact that its medicine distribution activities can have on the climate, Sanofi has been providing solutions for over 10 years. Sanofi is committed to reducing our carbon footprint by adopting responsible practices to reduce our greenhouse gas emissions throughout the world. Solutions to reduce the carbon footprint: • Sanofi has been working on its international transport network significantly by reducing use of air transport and increasing maritime transports which is less polluting."
38,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Solutions to reduce the carbon footprint: • Sanofi has been working on its international transport network significantly by reducing use of air transport and increasing maritime transports which is less polluting.,3,0.0681,4307,"Sanofi is committed to reducing our carbon footprint by adopting responsible practices to reduce our greenhouse gas emissions throughout the world. Solutions to reduce the carbon footprint: • Sanofi has been working on its international transport network significantly by reducing use of air transport and increasing maritime transports which is less polluting. For more information, see our Documents Center:	Water Management Factsheet 	Waste Management Factsheet 	Cogeneration and trigeneration units in Italy and Germany 	A new refrigeration unit for our Sisteron site 	Energy audits and ISO 50001 certification."
39,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As part of our commitment to reduce our CO2 emissions, Sanofi has taken steps to encourage employees to use lower-carbon means of transportation.",4,0.0349,4295,"However, the companies in which Sanofi owns shares are also suppliers or customers, which means that these companies’ emissions in connection with Sanofi’s activities are already accounted for in other categories (purchased goods and services, energy, processing of sold products, etc.). As part of our commitment to reduce our CO2 emissions, Sanofi has taken steps to encourage employees to use lower-carbon means of transportation. For example, at our Campus Sanofi Val de Bièvre site, electric buses are provided to take employees from the site to the subway."
40,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Our mitigation strategy for climate change involves limiting our greenhouse gas emissions and focuses mainly on energy consumption.,5,0.0233,432,"For more information on how Sanofi manages the risks that climate change poses of our activities, please see: Chapter 4 of our 2017 Registration Document, 4.2.3.2.4. Our mitigation strategy for climate change involves limiting our greenhouse gas emissions and focuses mainly on energy consumption. This strategy is part of Planet Mobilization and therefore sponsored and supported at the highest level of the Company."
41,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health.",1,0.9333,501,"A transversal working group involving Corporate Social Responsibility, Ethics and Business Integrity, HSE, Industrial Affairs, Legal and Procurement departments was created to achieve timely, complete and accurate application of the duty of vigilance law. The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health. In order to minimize our environmental footprint, Sanofi implemented and continuously upgrades a comprehensive HSE system, including a governance body to monitor HSE regulations applicable to products."
42,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In the 2019 climate change performance index (CCPI), India has improved its standing compared to the previous edition (from 14th to 11th place).",2,0.0524,2013,"In accordance with IFRS 8 (Operating Segments), the segment information reported by Sanofi is prepared on the basis of internal management data provided to the Chief Executive Officer, who is the chief operating decision maker. In the 2019 climate change performance index (CCPI), India has improved its standing compared to the previous edition (from 14th to 11th place). (“Segment Information”) to our consolidated financial statements, included at Item 18 of this annual report."
43,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Compliance with these limits, which are based on notional amounts weighted by the residual maturity and the nature of the commitment, is monitored on a daily basis.",3,0.0072,3201,"We set limits for investment and derivative transactions with individual financial institutions, depending on the rating of each institution. Compliance with these limits, which are based on notional amounts weighted by the residual maturity and the nature of the commitment, is monitored on a daily basis. The table below shows our total exposure as of December 31, 2017 by rating and in terms of our percentage exposure to the dominant counterparty."
44,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"ADDRESSING CLIMATE CHANGE Sanofi is aware of the risks that climate change poses to our natural environment, to human health and to our own activities, and is committed to addressing them.",4,0.0059,655,"Challenges: from climate change to pollution 	Climate change, a threat for the whole south Asian region 	Environmental situation 	Pollution in selected cities in 2018. ADDRESSING CLIMATE CHANGE Sanofi is aware of the risks that climate change poses to our natural environment, to human health and to our own activities, and is committed to addressing them. We are committed to ensuring the health and safety of all our employees and independent contractors."
