,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
10,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Novartis AG, our Swiss holding company, owns, directly or indirectly, all of our significant operating companies.",1,0.0038,1997,"In either case, the interest of ADR holders in Novartis would be diluted and, if the depositary allowed rights to lapse, holders of ADRs would not realize any value from the pre-emptive rights. Novartis AG, our Swiss holding company, owns, directly or indirectly, all of our significant operating companies. gov that contains reports, information statements, and other information regarding issuers that file electronically with the SEC."
11,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Novartis actively participates in, or monitors, the cleanup activities at the sites in which it is a PRP.",2,0.0017,4423,"In the United States, Novartis has been named under federal legislation (the Comprehensive Environmental Response, Compensation and Liability Act of 1980, as amended) as a potentially responsible party (PRP) in respect of certain sites. Novartis actively participates in, or monitors, the cleanup activities at the sites in which it is a PRP. The provision takes into consideration the number of other PRPs at each site as well as the identity and financial position of such parties in light of the joint and several nature of the liability."
12,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,A number of Group companies are involved in legal proceedings concerning intellectual property rights.,3,0.0011,4604,"While provisions have been made for probable losses, which management deems to be reasonable or appropriate, there are uncertainties connected with these estimates. A number of Group companies are involved in legal proceedings concerning intellectual property rights. A negative result in any such proceeding could potentially adversely affect the ability of certain Novartis companies to sell their products, or require the payment of substantial damages or royalties."
13,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"According to article 34 of the Articles of Incorporation (www.novartis.com/investors/company-overview/ corporate-governance), no Board member may hold more than 10 additional mandates in other companies, of which no more than four shall be in other listed companies.",4,0.0009,3602,"There are no significant business relationships of any Board member with Novartis AG or with any other Novartis Group company. According to article 34 of the Articles of Incorporation (www.novartis.com/investors/company-overview/ corporate-governance), no Board member may hold more than 10 additional mandates in other companies, of which no more than four shall be in other listed companies. The following mandates are not subject to these limitations: a) Mandates in companies that are controlled by Novartis AG b) Mandates that a Board member holds at the request of Novartis AG or companies controlled by it."
14,"Is the Company involved in agricultural chemistry activities, including the production of nitrogenous potash and phosphate based fertilizers?",3,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"He delivered a good first year of financial results and initiated many activities, which have already had an impact on the Company performance and its culture.",5,0.0008,3464,"The total target compensation for these members has been assessed, and increases in line with proven performance have been made, as disclosed below. He delivered a good first year of financial results and initiated many activities, which have already had an impact on the Company performance and its culture. Dr. Narasimhan was appointed on a salary significantly below that of his predecessor and the market, with the intention (communicated in last year’s Compensation Report) to increase his compensation to a more competitive level, subject to strong performance and proven ability in the role."
15,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Pollution, waste and effluents Reduction and management of emissions, pollution, waste (including use of hazardous chemicals and ozone depleting substances) and effluents.",1,0.0233,708,"It is right for society to have high expectations toward companies when it comes to integrity and ethical behavior. Pollution, waste and effluents Reduction and management of emissions, pollution, waste (including use of hazardous chemicals and ozone depleting substances) and effluents. We care about our people, patients and customers, and commit to the highest ethical standards in what we do."
16,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Topics taken into account in such assessments include the company’s efforts and impacts on climate change and human rights, ethics and compliance with law, and the role of the company’s board of directors in supervising various sustainability issues.",2,0.0156,3602,"There are no significant business relationships of any Board member with Novartis AG or with any other Novartis Group company. Topics taken into account in such assessments include the company’s efforts and impacts on climate change and human rights, ethics and compliance with law, and the role of the company’s board of directors in supervising various sustainability issues. The following mandates are not subject to these limitations: a) Mandates in companies that are controlled by Novartis AG b) Mandates that a Board member holds at the request of Novartis AG or companies controlled by it."
17,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,W6.5a 	(W6.5a) What processes do you have in place to ensure that all of your direct and indirect activities seeking to influence policy are consistent with your water policy/water commitments?,3,0.0146,1622,"Name of the position(s) and/or committee(s) 	Responsibility 	Frequency of reporting to the board on water-related issues 	Please explain 	Name of the position(s) and/or committee(s) 	Responsibility 	Frequency of reporting to the board on water-related issues 	Please explain 	W6.5 	(W6.5) Do you engage in activities that could either directly or indirectly influence public policy on water through any of the following? W6.5a 	(W6.5a) What processes do you have in place to ensure that all of your direct and indirect activities seeking to influence policy are consistent with your water policy/water commitments? Business strategy 	W7.1 	(W7.1) Are water-related issues integrated into any aspects of your long-term strategic business plan, and if so how?"
18,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,W6.5a CDP Page of 3830 (W6.5a) What processes do you have in place to ensure that all of your direct and indirect activities seeking to influence policy are consistent with your water policy/water commitments.,4,0.0062,1517,"W6.5 (W6.5) Do you engage in activities that could either directly or indirectly influence public policy on water through any of the following? W6.5a CDP Page of 3830 (W6.5a) What processes do you have in place to ensure that all of your direct and indirect activities seeking to influence policy are consistent with your water policy/water commitments. Through our business, we make an important contribution to society: we discover and develop innovative healthcare products, targeting unmet medical needs."
19,Has the company formalized a commitment (policy or program) to control and reduce pollution (water air and sol)?,4,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As a company that strives to be a responsible citizen, we are committed to conducting our business in a manner that respects the rights and dignity of all people.",5,0.0026,3821,"On an annual basis, PwC provides the Audit and Compliance Committee with written disclosures required by the US Public Company Accounting Oversight Board, and the committee and PwC discuss PwC’s independence from Novartis. As a company that strives to be a responsible citizen, we are committed to conducting our business in a manner that respects the rights and dignity of all people. Novartis disseminates information about material developments in its businesses in a broad and timely manner that complies with the rules of the SIX Swiss Exchange and the NYSE."
20,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Any significant events of this type could require us to expend significant resources beyond those we already invest to remediate any damage, to further modify or enhance our protective measures, and to enable the continuity of our business, and could have a material adverse effect on our business, financial condition, results of operations, and reputation.",1,0.7891,1826,"Our dependence upon information technology, including any breaches of data security, technology disruptions, privacy violations, or other impacts from the use of interconnected technologies, could give rise to the loss of trade secrets or other intellectual property, to the public exposure of personal information, and to interruptions to our operations, and could result in enforcement actions or liability, including potential government fines, claims for damages, and shareholders’ litigation. Any significant events of this type could require us to expend significant resources beyond those we already invest to remediate any damage, to further modify or enhance our protective measures, and to enable the continuity of our business, and could have a material adverse effect on our business, financial condition, results of operations, and reputation. Rapid progress in medical and digital technologies and in the development of sometimes radical new business models is substantially transforming numerous industries around the world, creating new businesses and new opportunities for revenue and profit, while sometimes quickly rendering established businesses uncompetitive or obsolete."
21,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We have implemented a global manufacturing strategy to maximize business continuity in case of such events.,2,0.1213,2300,"If we or our third-party suppliers fail to comply with applicable regulations, then there could be a product recall or other shutdown or disruption of our production activities. We have implemented a global manufacturing strategy to maximize business continuity in case of such events. However, there can be no guarantee that we will always be able to successfully manage such issues when they arise."
22,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Remediation plans to address information security, data privacy and business continuity risks are on track.",3,0.0849,3637,"Internal Audit has performed 82 audits from its annual plan, and has conducted 31 advisory engagements and site visits. Remediation plans to address information security, data privacy and business continuity risks are on track. Recurring observations identified across various functions and business units relate to improving third-party management, cross-functional collaboration, legacy systems and complex processes."
23,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As a company that strives to be a responsible citizen, we are committed to conducting our business in a manner that respects the rights and dignity of all people.",4,0.004,3590,"US-based generics business of Sandoz and the selling of our remaining consumer healthcare stake to joint venture partner GlaxoSmithKline. As a company that strives to be a responsible citizen, we are committed to conducting our business in a manner that respects the rights and dignity of all people. Topics addressed during private meetings included Board self-evaluation and the performance assessment of the Executive Committee members, as well as CEO and Executive Committee succession planning."
24,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents and to ensure business continuity?,5,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"See also “—Our reliance on outsourcing key business functions to third parties heightens the risks faced by our businesses,” and “—Climate change, extreme weather events, earthquakes and other natural disasters could adversely affect our business,” below.",5,0.0038,1023,"In 2018, the program continued to grow, with nearly 700 associates registered to donate pro-bono skills and time, and around 180 new projects initiated. See also “—Our reliance on outsourcing key business functions to third parties heightens the risks faced by our businesses,” and “—Climate change, extreme weather events, earthquakes and other natural disasters could adversely affect our business,” below. Therefore, we must avoid causing, contributing to or being linked to human rights violations, and promptly address any adverse human rights impacts we do identify in our own operations or in our supply chain."
25,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Ensuring the company management structure balances the interests of its relevant stakeholders, and the company is transparent and discloses critical information to stakeholders.",1,0.0011,1145,"Examples may include cloning, human appendiX: Corporate responsiBility Materiality assessMent issue Cluster and topiC definitions Novartis in Society 2018 | 57genetic engineering (e.g., genome editing through CRISPR), nanotechnology, wearables and life extension. Ensuring the company management structure balances the interests of its relevant stakeholders, and the company is transparent and discloses critical information to stakeholders. Examples may include rules and regulations to ensure board independence, shareholder rights and engagement, and levels of executive compensation and golden parachutes."
26,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Voluntary resignation or termination by the Company for misconduct All of the award will be forfeited.,2,0.0007,3279,"All awards are subject to non-compete terms until the end of the three-year blocking date, starting from the date of grant. Voluntary resignation or termination by the Company for misconduct All of the award will be forfeited. Termination by the Company for reasons other than performance or conduct, and change in control due to divestment Awards vest on the regular vesting date, subject to performance, on a pro-rata basis for time spent with the Company during the performance cycle."
27,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Topics taken into account in such assessments include the company’s efforts and impacts on climate change and human rights, ethics and compliance with law, and the role of the company’s board of directors in supervising various sustainability issues.",3,0.0007,1848,"In addition, investment in funds that specialize in companies that perform well in such assessments are increasingly popular, and major institutional investors, such as BlackRock, have publicly emphasized the importance of such ESG measures to their investment decisions. Topics taken into account in such assessments include the company’s efforts and impacts on climate change and human rights, ethics and compliance with law, and the role of the company’s board of directors in supervising various sustainability issues. In addition to the topics typically considered in such assessments, in our healthcare industry, issues of the public’s ability to access our medicines are of particular importance."
28,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"W4.1b 	(W4.1b) What is the total number of facilities exposed to water risks with the potential to have a substantive financial or strategic impact on your business, and what proportion of your company-wide facilities does this represent?",4,0.0006,1600,"W4.1a 	(W4.1a) How does your organization define substantive financial or strategic impact on your business? W4.1b 	(W4.1b) What is the total number of facilities exposed to water risks with the potential to have a substantive financial or strategic impact on your business, and what proportion of your company-wide facilities does this represent? W4.1c 	(W4.1c) By river basin, what is the number and proportion of facilities exposed to water risks that could have a substantive impact on your business, and what is the potential business impact associated with those facilities."
29,Does the company have an emergency plan and a remediation plan to cope with the consequences of industrial accidents?,6,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"W4.1b (W4.1b) What is the total number of facilities exposed to water risks with the potential to have a substantive financial or strategic impact on your business, and what proportion of your company-wide facilities does this represent.",5,0.0006,1407,"Thus, the overall percentage of the water impact as part of the total environmental impact of the supply chain slightly decreased (previous analysis 18% water related impact in the supply chain in 2015 and 2016). W4.1b (W4.1b) What is the total number of facilities exposed to water risks with the potential to have a substantive financial or strategic impact on your business, and what proportion of your company-wide facilities does this represent. Country/Region Switzerland River basin Rhine Number of facilities exposed to water risk 1 % company-wide facilities this represents."
30,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In August, Novartis announced a virtual power purchase agreement in the US to reduce greenhouse gas emissions.",1,0.856,1066,"https://www.novartis.com/our-company/corporate-responsibility/ethics-risk-compliance/responsible-procuremen. In August, Novartis announced a virtual power purchase agreement in the US to reduce greenhouse gas emissions. In collaboration with a renewable energy company, Invenergy, Novartis aims to add 100 megawatts of wind power to the electrical grid."
31,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Actions advocating: Novartis will continue to work with WBCSD to promote the use of power purchase agreements and natural climate solutions as a large portion of corporate portfolios for greenhouse gas emissions reductions.,2,0.6681,324,Wastewater: Environmentally extended input output assessment was performed to assess the emissions of the wastewater accordingly. Actions advocating: Novartis will continue to work with WBCSD to promote the use of power purchase agreements and natural climate solutions as a large portion of corporate portfolios for greenhouse gas emissions reductions. An assessment performed showed that at least 80% of the emissions in this category are related to air travel.
32,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We have made significant progress; while Novartis Group sales have more than doubled in the past 15 years, our consumption of energy and water has increased at a much slower pace, and greenhouse gas emissions have been reduced.",3,0.0123,346,"Yes C7.1a (C7.1a) Break down your total gross global Scope 1 emissions by greenhouse gas type and provide the source of each used greenhouse warming potential (GWP). We have made significant progress; while Novartis Group sales have more than doubled in the past 15 years, our consumption of energy and water has increased at a much slower pace, and greenhouse gas emissions have been reduced. Indicate whether your organization undertakes this fuel application Consumption of fuel for the generation of electricity No Consumption of fuel for the generation of steam Yes Consumption of fuel for the generation of cooling No Consumption of fuel for co-generation or tri-generation Yes C8.2c (C8.2c) State how much fuel in MWh your organization has consumed (excluding feedstocks) by fuel type."
33,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Compact supports strong regulatory pressures on climate mitigation to reduce greenhouse gas emissions, including carbon taxes and efficiencies.",4,0.0105,496,"The sales of products to Walmart de Mexico for each Novartis division were multiplied with the corresponding divisional Scope 3 GHG emission intensities. The Compact supports strong regulatory pressures on climate mitigation to reduce greenhouse gas emissions, including carbon taxes and efficiencies. The sales of products to Abbott Laboratories for each Novartis CDP Page of 6964division were multiplied with the corresponding divisional Scope 1 GHG emission intensities."
34,Has the company formalized  a strategy to reduce its greenhouse gas  emissions?,7,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Corporate executive team Types of incentives Monetary reward Activity incentivized Emissions reduction target Comment Members of the Novartis Executive Committee, are rewarded for meeting division specific absolute emission reduction targets on total Scope1 and Scope2 GHG (in tons CO2e) and CO2 emissions from vehicles fleet (in tons CO2).",5,0.0052,569,"C7.1a 	(C7.1a) Break down your total gross global Scope 1 emissions by greenhouse gas type and provide the source of each used greenhouse warming potential (GWP). Corporate executive team Types of incentives Monetary reward Activity incentivized Emissions reduction target Comment Members of the Novartis Executive Committee, are rewarded for meeting division specific absolute emission reduction targets on total Scope1 and Scope2 GHG (in tons CO2e) and CO2 emissions from vehicles fleet (in tons CO2). C7.9b 	(C7.9b) Are your emissions performance calculations in C7.9 and C7.9a based on a location-based Scope 2 emissions figure or a market-based Scope 2 emissions figure?"
35,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In August, Novartis announced a virtual power purchase agreement in the US to reduce greenhouse gas emissions.",1,0.4237,1066,"https://www.novartis.com/our-company/corporate-responsibility/ethics-risk-compliance/responsible-procuremen. In August, Novartis announced a virtual power purchase agreement in the US to reduce greenhouse gas emissions. In collaboration with a renewable energy company, Invenergy, Novartis aims to add 100 megawatts of wind power to the electrical grid."
36,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"With regard to our carbon emissions and impact on the climate, our ambition is to make the company both energy and climate resilient.",2,0.3125,346,"Yes C7.1a (C7.1a) Break down your total gross global Scope 1 emissions by greenhouse gas type and provide the source of each used greenhouse warming potential (GWP). With regard to our carbon emissions and impact on the climate, our ambition is to make the company both energy and climate resilient. Indicate whether your organization undertakes this fuel application Consumption of fuel for the generation of electricity No Consumption of fuel for the generation of steam Yes Consumption of fuel for the generation of cooling No Consumption of fuel for co-generation or tri-generation Yes C8.2c (C8.2c) State how much fuel in MWh your organization has consumed (excluding feedstocks) by fuel type."
37,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Reduction in energy use not only reduces expenses, but also results in absolute emissions reductions.",3,0.2991,570,"C7.9a 	(C7.9a) Identify the reasons for any change in your gross global emissions (Scope 1 and 2 combined) and for each of them specify how your emissions compare to the previous year. Reduction in energy use not only reduces expenses, but also results in absolute emissions reductions. Energy 	C8.1 	(C8.1) What percentage of your total operational spend in the reporting year was on energy?"
38,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Actions advocating: Novartis will continue to work with WBCSD to promote the use of power purchase agreements and natural climate solutions as a large portion of corporate portfolios for greenhouse gas emissions reductions.,4,0.0846,483,"The Greenhouse Gas (GHG) emission data reported in the course of this questionnaire is therefore calculated based on GHG intensity numbers for Novartis Businesses (Divisions) multiplied with the spend of the requesting client company with each Division. Actions advocating: Novartis will continue to work with WBCSD to promote the use of power purchase agreements and natural climate solutions as a large portion of corporate portfolios for greenhouse gas emissions reductions. The main sources of emissions are production sites, as well as research and administration facilities, predominantly for clean room requirements and indoor heating, ventilation and air conditioning (HVAC)."
39,"Has the company implemented measures to reduce its greenhouse gas emissions, use of low-carbon energy sources and energy recovery and efficiency system?",8,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Efficiency serves as the foundation for all other efforts, making implementation of distributed generation, distributed storage and demand response management more effective in reducing GHG emissions and building climate resilience in support of business continuity.",5,0.0473,412,"Revised nation state regulatory structures that allow use of power purchase agreements and other contractual and financial arrangements to increase renewables and storage technology is critical to decarbonizing the grid, and potentially decarbonizing segments of the transportation sector. Efficiency serves as the foundation for all other efforts, making implementation of distributed generation, distributed storage and demand response management more effective in reducing GHG emissions and building climate resilience in support of business continuity. Thereby, we give renewable based electricity a better market acceptance and higher chance to penetrate the electricity market."
40,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,C3.1a 	(C3.1a) Does your organization use climate-related scenario analysis to inform your business strategy?,1,0.87,540,C2.6 	(C2.6) Describe where and how the identified risks and opportunities have factored into your financial planning process. C3.1a 	(C3.1a) Does your organization use climate-related scenario analysis to inform your business strategy? C3.1c 	(C3.1c) Explain how climate-related issues are integrated into your business objectives and strategy.
41,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Support We support Task Force on Climate-related Financial Disclosures as a prudent planning tool for companies to understand the risk and benefit posed to the company.,2,0.3813,425,"If practical and in line with existing globally accepted approaches legislative systems on mandatory corporate reporting could be additionally beneficial to further increase the best practice corporate reporting to additional companies. Support We support Task Force on Climate-related Financial Disclosures as a prudent planning tool for companies to understand the risk and benefit posed to the company. We are partnered with MIT Joint Program in designing, piloting and expanding a rigorous scientific approach to assessment and monetization of risk."
42,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Increasingly, in addition to the importance of their financial performance, companies are being judged by their performance on a variety of environmental, social and governance (ESG) matters, which are considered to contribute to the long-term sustainability of companies’ performance.",3,0.055,1845,"Any such events could have a material adverse effect on our business, financial condition, or results of operations. Increasingly, in addition to the importance of their financial performance, companies are being judged by their performance on a variety of environmental, social and governance (ESG) matters, which are considered to contribute to the long-term sustainability of companies’ performance. A variety of organizations measure the performance of companies on such ESG topics, and the results of these assessments are widely publicized, including, for example, MSCI, Sustainalytics, the Dow Jones Sustainability Index and, in the healthcare industry, the Access to Medicine Index."
43,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We understand that with this approach, the shareholder cannot assess performance targets until the performance cycle has ended.",4,0.0517,3459,"Disclosing these long-term targets before the end of the relevant performance cycle would give substantial insight into the Company’s confidential strategies and could place the Company and its shareholders at a competitive disadvantage. We understand that with this approach, the shareholder cannot assess performance targets until the performance cycle has ended. To mitigate this, throughout each cycle, we will provide information on how financial and innovation performance is tracking against the targets set at the beginning of the cycles."
44,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Novartis,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"With regard to our carbon emissions and impact on the climate, our ambition is to make the company both energy and climate resilient.",5,0.0435,1062,"We have made significant progress; while Novartis Group sales have more than doubled in the past 15 years, our consumption of energy and water has increased at a much slower pace, and greenhouse gas emissions have been reduced. With regard to our carbon emissions and impact on the climate, our ambition is to make the company both energy and climate resilient. The RP risk indicator tool uses the category risk, country risk and contract value in combination to indicate a potential risk around the five areas of elevated ethical risk in the supply chain: labor rights, HSE general, HSE specific, animal welfare and anti-bribery."
